name,label,description,question,image,source,category,hdi_weight,good,select
CM.MKT.TRNR,Stocks traded turnover ratio (%),Turnover ratio is the total value of shares traded during the period divided by the average market capitalization for the period. Average market capitalization is calculated as the average of the end-of-period values for the current period and the previous period.,How important is Stocks traded turnover ratio (%) to you?,0,Standard & Poor's Emerging Stock Markets Factbook and supplemental S&P data.,economy,0,0,0
FB.AST.NPER.ZS,Bank nonperfoming loans to total gross loans (%),Bank nonperforming loans to total gross loans are the value of nonperforming loans divided by the total value of the loan portfolio (including nonperforming loans before the deduction of specific loan-loss provisions). The loan amount recorded as nonperforming should be the gross value of the loan as recorded on the balance sheet not just the amount that is overdue.,How important is Bank nonperfoming loans to total gross loans (%) to you?,0,International Monetary Fund Global Financial Stability Report.,economy,0,0,0
FB.BNK.CAPA.ZS,Bank capital to assets ratio (%),Bank capital to assets is the ratio of bank capital and reserves to total assets. Capital and reserves include funds contributed by owners retained earnings general and special reserves provisions and valuation adjustments. Capital includes tier 1 capital (paid-up shares and common stock) which is a common feature in all countries' banking systems and total regulatory capital which includes several specified types of subordinated debt instruments that need not be repaid if the funds are required to maintain minimum capital levels (these comprise tier 2 and tier 3 capital). Total assets include all nonfinancial and financial assets.,How important is Bank capital to assets ratio (%) to you?,0,International Monetary Fund Global Financial Stability Report.,economy,0,0,0
FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%),Ratio of bank liquid reserves to bank assets is the ratio of domestic currency holdings and deposits with the monetary authorities to claims on other governments nonfinancial public enterprises the private sector and other banking institutions.,How important is Bank liquid reserves to bank assets ratio (%) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.AST.DOMS.CN,Net domestic credit (current LCU),Net domestic credit is the sum of net credit to the nonfinancial public sector credit to the private sector and other accounts. Data are in current local currency.,How important is Net domestic credit (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.AST.GOVT.CN,Claims on governments and other public entities (current LCU),Claims on governments and other public entities (IFS line 32an + 32b + 32bx + 32c) usually comprise direct credit for specific purposes such as financing of the government budget deficit or loans to state enterprises advances against future credit authorizations and purchases of treasury bills and bonds net of deposits by the public sector. Public sector deposits with the banking system also include sinking funds for the service of debt and temporary deposits of government revenues. Data are in current local currency.,How important is Claims on governments and other public entities (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.AST.GOVT.ZG.M2,Claims on governments etc. (annual growth as % of M2),Claims on governments and other public entities (IFS line 32an + 32b + 32bx + 32c) usually comprise direct credit for specific purposes such as financing of the government budget deficit or loans to state enterprises advances against future credit authorizations and purchases of treasury bills and bonds net of deposits by the public sector. Public sector deposits with the banking system also include sinking funds for the service of debt and temporary deposits of government revenues. Money and quasi money (M2) comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government.,How important is Claims on governments etc. (annual growth as % of M2) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.AST.NFRG.CN,Net foreign assets (current LCU),Net foreign assets are the sum of foreign assets held by monetary authorities and deposit money banks less their foreign liabilities. Data are in current local currency.,How important is Net foreign assets (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.AST.PRVT.ZG.M2,Claims on private sector (annual growth as % of M2),Claims on private sector (IFS line 32d) include gross credit from the financial system to individuals enterprises nonfinancial public entities not included under net domestic credit and financial institutions not included elsewhere. Money and quasi money (M2) comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government.,How important is Claims on private sector (annual growth as % of M2) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.LBL.MONY.CN,Money (current LCU),Money is the sum of currency outside banks and demand deposits other than those of central government. This series frequently referred to as M1 is a narrower definition of money than M2. Data are in current local currency.,How important is Money (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.LBL.MQMY.CN,Money and quasi money (M2) (current LCU),Money and quasi money comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government. This definition of money supply is frequently called M2; it corresponds to lines 34 and 35 in the International Monetary Fund's (IMF) International Financial Statistics (IFS). Data are in current local currency.,How important is Money and quasi money (M2) (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.LBL.MQMY.GD.ZS,Money and quasi money (M2) as % of GDP,Money and quasi money comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government. This definition of money supply is frequently called M2; it corresponds to lines 34 and 35 in the International Monetary Fund's (IMF) International Financial Statistics (IFS).,How important is Money and quasi money (M2) as % of GDP to you?,0,International Monetary Fund International Financial Statistics and data files and World Bank and OECD GDP estimates.,economy,0,0,0
FM.LBL.MQMY.IR.ZS,Money and quasi money (M2) to total reserves ratio,Money and quasi money comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government. This definition is frequently called M2; it corresponds to lines 34 and 35 in the International Monetary Fund's (IMF) International Financial Statistics (IFS). Total reserves comprise holdings of monetary gold special drawing rights reserves of IMF members held by the IMF and holdings of foreign exchange under the control of monetary authorities. The gold component of these reserves is valued at year-end (December 31) London prices.,How important is Money and quasi money (M2) to total reserves ratio to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.LBL.MQMY.ZG,Money and quasi money growth (annual %),Average annual growth rate in money and quasi money. Money and quasi money comprise the sum of currency outside banks demand deposits other than those of the central government and the time savings and foreign currency deposits of resident sectors other than the central government. This definition is frequently called M2; it corresponds to lines 34 and 35 in the International Monetary Fund's (IMF) International Financial Statistics (IFS). The change in the money supply is measured as the difference in end-of-year totals relative to the level of M2 in the preceding year.,How important is Money and quasi money growth (annual %) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FM.LBL.QMNY.CN,Quasi money (current LCU),Quasi money refers to time savings and foreign currency deposits of resident sectors other than the central government.,How important is Quasi money (current LCU) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FP.CPI.TOTL,Consumer price index (2005 = 100),Consumer price index reflects changes in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals such as yearly. The Laspeyres formula is generally used.,How important is Consumer price index (2005 = 100) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FP.CPI.TOTL.ZG,Inflation consumer prices (annual %),Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals such as yearly. The Laspeyres formula is generally used.,How important is Inflation consumer prices (annual %) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FP.WPI.TOTL,Wholesale price index (2005 = 100),Wholesale price index refers to a mix of agricultural and industrial goods at various stages of production and distribution including import duties. The Laspeyres formula is generally used.,How important is Wholesale price index (2005 = 100) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FR.INR.DPST,Deposit interest rate (%),Deposit interest rate is the rate paid by commercial or similar banks for demand time or savings deposits.,How important is Deposit interest rate (%) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FR.INR.LEND,Lending interest rate (%),Lending interest rate is the rate charged by banks on loans to prime customers.,How important is Lending interest rate (%) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FR.INR.LNDP,Interest rate spread (lending rate minus deposit rate %),Interest rate spread is the interest rate charged by banks on loans to prime customers minus the interest rate paid by commercial or similar banks for demand time or savings deposits.,How important is Interest rate spread (lending rate minus deposit rate %) to you?,0,International Monetary Fund International Financial Statistics and data files.,economy,0,0,0
FR.INR.RINR,Real interest rate (%),Real interest rate is the lending interest rate adjusted for inflation as measured by the GDP deflator.,How important is Real interest rate (%) to you?,0,International Monetary Fund International Financial Statistics and data files using World Bank data on the GDP deflator.,economy,0,0,0
FR.INR.RISK,Risk premium on lending (prime rate minus treasury bill rate %),"Risk premium on lending is the interest rate charged by banks on loans to prime private sector customers minus the ""risk free"" treasury bill interest rate at which short-term government securities are issued or traded in the market. In some countries this spread may be negative indicating that the market considers its best corporate clients to be lower risk than the government.",How important is Risk premium on lending (prime rate minus treasury bill rate %) to you?,0,International Monetary Fund International Financial Statistics database.,economy,0,0,0
FS.AST.DOMS.GD.ZS,Domestic credit provided by banking sector (% of GDP),Domestic credit provided by the banking sector includes all credit to various sectors on a gross basis with the exception of credit to the central government which is net. The banking sector includes monetary authorities and deposit money banks as well as other banking institutions where data are available (including institutions that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other banking institutions are savings and mortgage loan institutions and building and loan associations.,How important is Domestic credit provided by banking sector (% of GDP) to you?,0,International Monetary Fund International Financial Statistics and data files and World Bank and OECD GDP estimates.,economy,0,0,0
FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),Domestic credit to private sector refers to financial resources provided to the private sector such as through loans purchases of nonequity securities and trade credits and other accounts receivable that establish a claim for repayment. For some countries these claims include credit to public enterprises.,How important is Domestic credit to private sector (% of GDP) to you?,0,International Monetary Fund International Financial Statistics and data files and World Bank and OECD GDP estimates.,economy,0,0,0
FS.LBL.LIQU.GD.ZS,Liquid liabilities (M3) as % of GDP,Liquid liabilities are also known as broad money or M3. They are the sum of currency and deposits in the central bank (M0) plus transferable deposits and electronic currency (M1) plus time and savings deposits foreign currency transferable deposits certificates of deposit and securities repurchase agreements (M2) plus travelers checks foreign currency time deposits commercial paper and shares of mutual funds or market funds held by residents.,How important is Liquid liabilities (M3) as % of GDP to you?,0,International Monetary Fund International Financial Statistics and data files and World Bank and OECD GDP estimates.,economy,0,0,0
FS.LBL.QLIQ.GD.ZS,Quasi-liquid liabilities (% of GDP),Quasi-liquid liabilities are the sum of currency and deposits in the central bank (M0) plus time and savings deposits foreign currency transferable deposits certificates of deposit and securities repurchase agreements plus travelers checks foreign currency time deposits commercial paper and shares of mutual funds or market funds held by residents. They equal the M3 money supply less transferable deposits and electronic currency (M1).,How important is Quasi-liquid liabilities (% of GDP) to you?,0,International Monetary Fund International Financial Statistics and data files and World Bank and OECD GDP estimates.,economy,0,0,0
NY.GDP.DEFL.KD.ZG,Inflation GDP deflator (annual %),Inflation as measured by the annual growth rate of the GDP implicit deflator shows the rate of price change in the economy as a whole. The GDP implicit deflator is the ratio of GDP in current local currency to GDP in constant local currency.,How important is Inflation GDP deflator (annual %) to you?,0,World Bank national accounts data and OECD National Accounts data files.,economy,0,0,0
NY.GDP.DEFL.ZS,GDP deflator (base year varies by country),The GDP implicit deflator is the ratio of GDP in current local currency to GDP in constant local currency. The base year varies by country.,How important is GDP deflator (base year varies by country) to you?,0,World Bank national accounts data and OECD National Accounts data files.,economy,0,0,0
PA.NUS.ATLS,DEC alternative conversion factor (LCU per US$),The DEC alternative conversion factor is the underlying annual exchange rate used for the World Bank Atlas method. As a rule it is the official exchange rate reported in the IMF's International Financial Statistics (line rf). Exceptions arise where further refinements are made by World Bank staff. It is expressed in local currency units per U.S. dollar.,How important is DEC alternative conversion factor (LCU per US$) to you?,0,International Monetary Fund International Financial Statistics supplemented by World Bank staff estimates.,economy,0,0,0
PA.NUS.FCRF,Official exchange rate (LCU per US$ period average),Official exchange rate refers to the exchange rate determined by national authorities or to the rate determined in the legally sanctioned exchange market. It is calculated as an annual average based on monthly averages (local currency units relative to the U.S. dollar).,How important is Official exchange rate (LCU per US$ period average) to you?,0,International Monetary Fund International Financial Statistics.,economy,0,0,0
PX.REX.REER,Real effective exchange rate index (2005 = 100),Real effective exchange rate is the nominal effective exchange rate (a measure of the value of a currency against a weighted average of several foreign currencies) divided by a price deflator or index of costs.,How important is Real effective exchange rate index (2005 = 100) to you?,0,International Monetary Fund International Financial Statistics.,economy,0,0,0
SH.DYN.AIDS.FE.ZS,Female adults with HIV (% of population ages 15+ with HIV),Prevalence of HIV is the percentage of people who are infected with HIV. Female rate is as a percentage of the total population with HIV.,How important is Female adults with HIV (% of population ages 15+ with HIV) to you?,0,UNAIDS and the WHO's Report on the Global AIDS Epidemic.,health,0,0,0
SH.DYN.AIDS.ZS,Prevalence of HIV total (% of population ages 15-49),Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.,How important is Prevalence of HIV total (% of population ages 15-49) to you?,0,UNAIDS and the WHO's Report on the Global AIDS Epidemic.,health,0,0,0
SH.DYN.CHLD.FE,Mortality rate female child (per 1000 female children age one),Child mortality rate is the probability of dying between the exact ages of one and five if subject to current age-specific mortality rates. The probability is expressed as a rate per 1000.,How important is Mortality rate female child (per 1000 female children age one) to you?,0,Demographic and Health Surveys by Macro International Multiple Indicators Cluster Surveys by UNICEF Reproductive Health Surveys by U.S. Center for Disease Control and Family Health Surveys by Pan Arab Project for Family Health.  See footnotes for a source.,health,0,0,0
SH.DYN.CHLD.MA,Mortality rate male child (per 1000 male children age one),Child mortality rate is the probability of dying between the exact ages of one and five if subject to current age-specific mortality rates. The probability is expressed as a rate per 1000.,How important is Mortality rate male child (per 1000 male children age one) to you?,0,Demographic and Health Surveys by Macro International Multiple Indicators Cluster Surveys by UNICEF Reproductive Health Surveys by U.S. Center for Disease Control and Family Health Surveys by Pan Arab Project for Family Health.  See footnotes for a source.,health,0,0,0
SH.DYN.MORT,Mortality rate under-5 (per 1000),Under-five mortality rate is the probability per 1000 that a newborn baby will die before reaching age five if subject to current age-specific mortality rates.,How important is Mortality rate under-5 (per 1000) to you?,0,Level & Trends in Child Mortality. Report 2010. Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF WHO World Bank UN DESA UNPD).,health,0,0,0
SH.H2O.SAFE.RU.ZS,Improved water source rural (% of rural population with access),Access to an improved water source refers to the percentage of the population with reasonable access to an adequate amount of water from an improved source such as a household connection public standpipe borehole protected well or spring and rainwater collection. Unimproved sources include vendors tanker trucks and unprotected wells and springs. Reasonable access is defined as the availability of at least 20 liters a person a day from a source within one kilometer of the dwelling.,How important is Improved water source rural (% of rural population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.H2O.SAFE.UR.ZS,Improved water source urban (% of urban population with access),Access to an improved water source refers to the percentage of the population with reasonable access to an adequate amount of water from an improved source such as a household connection public standpipe borehole protected well or spring and rainwater collection. Unimproved sources include vendors tanker trucks and unprotected wells and springs. Reasonable access is defined as the availability of at least 20 liters a person a day from a source within one kilometer of the dwelling.,How important is Improved water source urban (% of urban population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.H2O.SAFE.ZS,Improved water source (% of population with access),Access to an improved water source refers to the percentage of the population with reasonable access to an adequate amount of water from an improved source such as a household connection public standpipe borehole protected well or spring and rainwater collection. Unimproved sources include vendors tanker trucks and unprotected wells and springs. Reasonable access is defined as the availability of at least 20 liters a person a day from a source within one kilometer of the dwelling.,How important is Improved water source (% of population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.HIV.1524.FE.ZS,Prevalence of HIV female (% ages 15-24),Prevalence of HIV is the percentage of people who are infected with HIV. Youth rates are as a percentage of the relevant age group.,How important is Prevalence of HIV female (% ages 15-24) to you?,0,UNAIDS and the WHO's Report on the Global AIDS Epidemic.,health,0,0,0
SH.HIV.1524.MA.ZS,Prevalence of HIV male (% ages 15-24),Prevalence of HIV is the percentage of people who are infected with HIV. Youth rates are as a percentage of the relevant age group.,How important is Prevalence of HIV male (% ages 15-24) to you?,0,UNAIDS and the WHO's Report on the Global AIDS Epidemic.,health,0,0,0
SH.IMM.IDPT,Immunization DPT (% of children ages 12-23 months),Child immunization measures the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against diphtheria pertussis (or whooping cough) and tetanus (DPT) after receiving three doses of vaccine.,How important is Immunization DPT (% of children ages 12-23 months) to you?,0,WHO and UNICEF (http://www.who.int/immunization_monitoring/routine/en/).,health,0,0,0
SH.IMM.MEAS,Immunization measles (% of children ages 12-23 months),Child immunization measures the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against measles after receiving one dose of vaccine.,How important is Immunization measles (% of children ages 12-23 months) to you?,0,WHO and UNICEF (http://www.who.int/immunization_monitoring/routine/en/).,health,0,0,0
SH.MED.BEDS.ZS,Hospital beds (per 1000 people),Hospital beds include inpatient beds available in public private general and specialized hospitals and rehabilitation centers. In most cases beds for both acute and chronic care are included.,How important is Hospital beds (per 1000 people) to you?,0,World Health Organization OECD supplemented by country data.,health,0,0,0
SH.MED.CMHW.P3,Community health workers (per 1000 people),Community health workers include various types of community health aides many with country-specific occupational titles such as community health officers community health-education workers family health workers lady health visitors and health extension package workers.,How important is Community health workers (per 1000 people) to you?,0,World Health Organization OECD supplemented by country data.,health,0,0,0
SH.MED.NUMW.P3,Nurses and midwives (per 1000 people),Nurses and midwives include professional nurses professional midwives auxiliary nurses auxiliary midwives enrolled nurses enrolled midwives and other associated personnel such as dental nurses and primary care nurses.,How important is Nurses and midwives (per 1000 people) to you?,0,World Health Organization OECD supplemented by country data.,health,0,0,0
SH.MED.PHYS.ZS,Physicians (per 1000 people),Physicians include generalist and specialist medical practitioners.,How important is Physicians (per 1000 people) to you?,0,World Health Organization OECD supplemented by country data.,health,0,0,0
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),Use of insecticide-treated bed nets refers to the percentage of children under age five who slept under an insecticide-treated bednet to prevent malaria.,How important is Use of insecticide-treated bed nets (% of under-5 population) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Malaria treatment refers to the percentage of children under age five who were ill with fever in the last two weeks and received any appropriate (locally defined) anti-malarial drugs.,How important is Children with fever receiving antimalarial drugs (% of children under age 5 with fever) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future taking into account competing causes of death. ,How important is Lifetime risk of maternal death (1 in: rate varies by country) to you?,0,"""Maternal Mortality: Estimates Developed by WHO UNICEF UNFPA and the World Bank""",health,0,0,0
SH.PRV.SMOK.FE,Smoking prevalence females (% of adults),Prevalence of smoking female is the percentage of women ages 15 and over who smoke any form of tobacco including cigarettes cigars and pipes and excluding smokeless tobacco. Data include daily and non-daily smoking.,How important is Smoking prevalence females (% of adults) to you?,0, WHO Report on the Global Tobacco Epidemic.,health,0,0,0
SH.PRV.SMOK.MA,Smoking prevalence males (% of adults),Prevalence of smoking male is the percentage of men ages 15 and over who smoke any form of tobacco including cigarettes cigars and pipes and excluding smokeless tobacco. Data include daily and non-daily smoking.,How important is Smoking prevalence males (% of adults) to you?,0, WHO Report on the Global Tobacco Epidemic.,health,0,0,0
SH.STA.ACSN,Improved sanitation facilities (% of population with access),Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human animal and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective facilities must be correctly constructed and properly maintained.,How important is Improved sanitation facilities (% of population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.STA.ACSN.RU,Improved sanitation facilities rural (% of rural population with access),Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human animal and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective facilities must be correctly constructed and properly maintained.,How important is Improved sanitation facilities rural (% of rural population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.STA.ACSN.UR,Improved sanitation facilities urban (% of urban population with access),Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human animal and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective facilities must be correctly constructed and properly maintained.,How important is Improved sanitation facilities urban (% of urban population with access) to you?,0,World Health Organization and United Nations Children's Fund Joint Measurement Programme (JMP) (http://www.wssinfo.org/).,health,0,0,0
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),Pregnant women receiving prenatal care are the percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.,How important is Pregnant women receiving prenatal care (%) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),Children with acute respiratory infection (ARI) who are taken to a health provider refers to the percentage of children under age five with ARI in the last two weeks who were taken to an appropriate health provider including hospital health center dispensary village health worker clinic and private physician.,How important is ARI treatment (% of children under 5 taken to a health provider) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.,How important is Exclusive breastfeeding (% of children under 6 months) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision care and advice to women during pregnancy labor and the postpartum period; to conduct deliveries on their own; and to care for newborns.,How important is Births attended by skilled health staff (% of total) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.BRTW.ZS,Low-birthweight babies (% of births),Low-birthweight babies are newborns weighing less than 2500 grams with the measurement taken within the first hours of life before significant postnatal weight loss has occurred.,How important is Low-birthweight babies (% of births) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.MALN.ZS,Malnutrition prevalence weight for age (% of children under 5),Prevalence of child malnutrition is the percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the international reference population ages 0-59 months. The data are based on the WHO's new child growth standards released in 2006.,How important is Malnutrition prevalence weight for age (% of children under 5) to you?,0,World Health Organization Global Database on Child Growth and Malnutrition.,health,0,0,0
SH.STA.MMRT,Maternal mortality ratio (modeled estimate per 100000 live births),Maternal mortality ratio is the number of women who die during pregnancy and childbirth per 100000 live births. The data are estimated with a regression model using information on fertility birth attendants and HIV prevalence.,How important is Maternal mortality ratio (modeled estimate per 100000 live births) to you?,0,Trends in Maternal Mortality: 1990-2008. Estimates Developed by WHO UNICEF UNFPA and the World Bank.,health,0,0,0
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Children with diarrhea who received oral rehydration and continued feeding refer to the percentage of children under age five with diarrhea in the two weeks prior to the survey who received either oral rehydration therapy or increased fluids with continued feeding.,How important is Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) to you?,0,UNICEF State of the World's Children Childinfo and Demographic and Health Surveys by Macro International.,health,0,0,0
SH.STA.OWGH.ZS,Prevalence of overweight (% of children under 5),Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.,How important is Prevalence of overweight (% of children under 5) to you?,0,World Health Organization Global Database on Child Growth and Malnutrition.,health,0,0,0
SH.STA.STNT.ZS,Malnutrition prevalence height for age (% of children under 5),Prevalence of child malnutrition is the percentage of children under age 5 whose height for age (stunting) is more than two standard deviations below the median for the international reference population ages 0-59 months. For children up to two years old height is measured by recumbent length. For older children height is measured by stature while standing. The data are based on the WHO's new child growth standards released in 2006.,How important is Malnutrition prevalence height for age (% of children under 5) to you?,0,World Health Organization Global Database on Child Growth and Malnutrition.,health,0,0,0
SH.STA.WAST.ZS,Prevalence of wasting (% of children under 5),Wasting prevalence is the proportion of children under five whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.,How important is Prevalence of wasting (% of children under 5) to you?,0,World Health Organization Global Database on Child Growth and Malnutrition.,health,0,0,0
SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of registered cases),Tuberculosis treatment success rate is the percentage of new registered smear-positive (infectious) cases that were cured or in which a full course of treatment was completed.,How important is Tuberculosis treatment success rate (% of registered cases) to you?,0,World Health Organization Global Tuberculosis Control Report.,health,0,0,0
SH.TBS.DTEC.ZS,Tuberculosis case detection rate (% all forms),Tuberculosis case detection rate (all forms) is the percentage of newly notified tuberculosis cases (including relapses) to estimated incident cases (case detection all forms).,How important is Tuberculosis case detection rate (% all forms) to you?,0,World Health Organization Global Tuberculosis Control Report.,health,0,0,0
SH.TBS.INCD,Incidence of tuberculosis (per 100000 people),Incidence of tuberculosis is the estimated number of new pulmonary smear positive and extra-pulmonary tuberculosis cases.,How important is Incidence of tuberculosis (per 100000 people) to you?,0,World Health Organization Global Tuberculosis Control Report.,health,0,0,0
SH.VST.OUTP,Outpatient visits per capita ,Outpatient visits per capita are the number of visits to health care facilities per capita including repeat visits.,How important is Outpatient visits per capita  to you?,0,WHO OECD and supplemented by country data.,health,0,0,0
SH.XPD.EXTR.ZS,External resources for health (% of total expenditure on health),External resources for health are funds or services in kind that are provided by entities not part of the country in question. The resources may come from international organizations other countries through bilateral arrangements or foreign nongovernmental organizations. These resources are part of total health expenditure.,How important is External resources for health (% of total expenditure on health) to you?,0,World Health Organization National Health Account database (www.who.int/nha/en) supplemented by country data.,health,0,0,0
SH.XPD.OOPC.ZS,Out-of-pocket health expenditure (% of private expenditure on health),Out of pocket expenditure is any direct outlay by households including gratuities and in-kind payments to health practitioners and suppliers of pharmaceuticals therapeutic appliances and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.,How important is Out-of-pocket health expenditure (% of private expenditure on health) to you?,0,World Health Organization National Health Account database (www.who.int/nha/en) supplemented by country data.,health,0,0,0
SH.XPD.PCAP,Health expenditure per capita (current US$),Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative) family planning activities nutrition activities and emergency aid designated for health but does not include provision of water and sanitation. Data are in current U.S. dollars.,How important is Health expenditure per capita (current US$) to you?,0,World Health Organization National Health Account database (www.who.int/nha/en) supplemented by country data.,health,0,0,0
SH.XPD.PCAP.PP.KD,Health expenditure per capita PPP (constant 2005 international $),Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative) family planning activities nutrition activities and emergency aid designated for health but does not include provision of water and sanitation. Data are in international dollars converted using 2005 purchasing power parity (PPP) rates.,How important is Health expenditure per capita PPP (constant 2005 international $) to you?,0,World Health Organization National Health Account database (www.who.int/nha/en) supplemented by country data.,health,0,0,0
SH.XPD.PRIV.ZS,Health expenditure private (% of GDP),Private health expenditure includes direct household (out-of-pocket) spending private insurance charitable donations and direct service payments by private corporations.,How important is Health expenditure private (% of GDP) to you?,0,World Health Organization National Health Account database (www.who.int/nha/en) supplemented by country data.,health,0,0,0
