year,series,series_id,region,region_id,value,value_normalized
2004,GDP per capita,gdp1,Sardegna,ITG2,"16,488",0.193124
2005,GDP per capita,gdp1,Sardegna,ITG2,"16,434",0.199843
2006,GDP per capita,gdp1,Sardegna,ITG2,"16,477",0.185264
2007,GDP per capita,gdp1,Sardegna,ITG2,"16,808",0.202811
2008,GDP per capita,gdp1,Sardegna,ITG2,"16,548",0.206232
2009,GDP per capita,gdp1,Sardegna,ITG2,"15,895",0.216703
2000,GDP per capita,gdp1,Sicilia,ITG1,"13,381",0.030851
2001,GDP per capita,gdp1,Sicilia,ITG1,"13,899",0.031813
2002,GDP per capita,gdp1,Sicilia,ITG1,"13,929",0.033299
2003,GDP per capita,gdp1,Sicilia,ITG1,"13,867",0.018600
2004,GDP per capita,gdp1,Sicilia,ITG1,"13,798",0.007055
2005,GDP per capita,gdp1,Sicilia,ITG1,"14,103",0.034007
2006,GDP per capita,gdp1,Sicilia,ITG1,"14,256",0.032187
2007,GDP per capita,gdp1,Sicilia,ITG1,"14,318",0.028673
2008,GDP per capita,gdp1,Sicilia,ITG1,"14,042",0.036114
2009,GDP per capita,gdp1,Sicilia,ITG1,"13,631",0.059404
2000,GDP per capita,gdp1,Toscana,ITE1,"22,847",0.667092
2001,GDP per capita,gdp1,Toscana,ITE1,"23,303",0.680767
2002,GDP per capita,gdp1,Toscana,ITE1,"23,379",0.679453
2003,GDP per capita,gdp1,Toscana,ITE1,"23,254",0.667681
2004,GDP per capita,gdp1,Toscana,ITE1,"23,268",0.662101
2005,GDP per capita,gdp1,Toscana,ITE1,"23,189",0.680421
2006,GDP per capita,gdp1,Toscana,ITE1,"23,565",0.673789
2007,GDP per capita,gdp1,Toscana,ITE1,"23,643",0.680817
2008,GDP per capita,gdp1,Toscana,ITE1,"23,239",0.660444
2009,GDP per capita,gdp1,Toscana,ITE1,"22,066",0.645453
2000,GDP per capita,gdp1,Trento,ITD2,"25,830",0.867590
2001,GDP per capita,gdp1,Trento,ITD2,"25,840",0.855842
2002,GDP per capita,gdp1,Trento,ITD2,"25,586",0.830359
2003,GDP per capita,gdp1,Trento,ITD2,"25,331",0.811299
2004,GDP per capita,gdp1,Trento,ITD2,"25,008",0.782458
2005,GDP per capita,gdp1,Trento,ITD2,"25,063",0.813745
2006,GDP per capita,gdp1,Trento,ITD2,"25,196",0.786202
2007,GDP per capita,gdp1,Trento,ITD2,"25,564",0.815162
2008,GDP per capita,gdp1,Trento,ITD2,"25,340",0.803068
2009,GDP per capita,gdp1,Trento,ITD2,"24,294",0.800250
2000,GDP per capita,gdp1,Umbria,ITE2,"20,243",0.492069
2001,GDP per capita,gdp1,Umbria,ITE2,"20,619",0.495549
2002,GDP per capita,gdp1,Umbria,ITE2,"20,321",0.470359
2003,GDP per capita,gdp1,Umbria,ITE2,"19,996",0.442401
2004,GDP per capita,gdp1,Umbria,ITE2,"20,157",0.446912
2005,GDP per capita,gdp1,Umbria,ITE2,"19,902",0.446571
2006,GDP per capita,gdp1,Umbria,ITE2,"20,310",0.449445
2007,GDP per capita,gdp1,Umbria,ITE2,"20,362",0.451360
2008,GDP per capita,gdp1,Umbria,ITE2,"19,850",0.430385
2009,GDP per capita,gdp1,Umbria,ITE2,"18,477",0.396095
2000,GDP per capita,gdp1,Valle d'Aosta,ITC2,"26,734",0.928351
2001,GDP per capita,gdp1,Valle d'Aosta,ITC2,"27,425",0.965220
2002,GDP per capita,gdp1,Valle d'Aosta,ITC2,"27,695",0.974564
2003,GDP per capita,gdp1,Valle d'Aosta,ITC2,"28,060",1.000000
2004,GDP per capita,gdp1,Valle d'Aosta,ITC2,"28,153",1.000000
2005,GDP per capita,gdp1,Valle d'Aosta,ITC2,"27,539",0.989898
2006,GDP per capita,gdp1,Valle d'Aosta,ITC2,"27,797",0.965470
2007,GDP per capita,gdp1,Valle d'Aosta,ITC2,"28,207",1.000000
2008,GDP per capita,gdp1,Valle d'Aosta,ITC2,"28,241",1.000000
2009,GDP per capita,gdp1,Valle d'Aosta,ITC2,"26,756",0.971305
2000,GDP per capita,gdp1,Veneto,ITD3,"24,843",0.801250
2001,GDP per capita,gdp1,Veneto,ITD3,"24,914",0.791940
2002,GDP per capita,gdp1,Veneto,ITD3,"24,486",0.755145
2003,GDP per capita,gdp1,Veneto,ITD3,"24,503",0.754045
2004,GDP per capita,gdp1,Veneto,ITD3,"24,833",0.770353
2005,GDP per capita,gdp1,Veneto,ITD3,"24,775",0.793256
2006,GDP per capita,gdp1,Veneto,ITD3,"25,177",0.784892
2007,GDP per capita,gdp1,Veneto,ITD3,"25,369",0.801525
2008,GDP per capita,gdp1,Veneto,ITD3,"24,877",0.771638
2009,GDP per capita,gdp1,Veneto,ITD3,"23,187",0.723338
2000,Infant Mortality Rate,health1,Abruzzo,ITF1,4.0,0.416667
2001,Infant Mortality Rate,health1,Abruzzo,ITF1,24.4,0.681818
2002,Infant Mortality Rate,health1,Abruzzo,ITF1,4.1,0.420000
2003,Infant Mortality Rate,health1,Abruzzo,ITF1,3.4,0.270270
2004,Infant Mortality Rate,health1,Abruzzo,ITF1,4.7,0.805556
2005,Infant Mortality Rate,health1,Abruzzo,ITF1,3.4,0.411765
2006,Infant Mortality Rate,health1,Abruzzo,ITF1,3.9,0.659574
2007,Infant Mortality Rate,health1,Abruzzo,ITF1,4.5,0.914894
2008,Infant Mortality Rate,health1,Abruzzo,ITF1,5.2,0.756098
2000,Infant Mortality Rate,health1,Basilicata,ITF5,4.1,0.444444
2001,Infant Mortality Rate,health1,Basilicata,ITF5,5.0,0.681818
2002,Infant Mortality Rate,health1,Basilicata,ITF5,7.0,1.000000
2003,Infant Mortality Rate,health1,Basilicata,ITF5,3.8,0.378378
2004,Infant Mortality Rate,health1,Basilicata,ITF5,4.5,0.750000
2005,Infant Mortality Rate,health1,Basilicata,ITF5,4.7,0.794118
2006,Infant Mortality Rate,health1,Basilicata,ITF5,3.4,0.553191
2007,Infant Mortality Rate,health1,Basilicata,ITF5,0.2,0.000000
2008,Infant Mortality Rate,health1,Basilicata,ITF5,5.3,0.780488
2000,Infant Mortality Rate,health1,Bolzano,ITD1,2.6,0.027778
2001,Infant Mortality Rate,health1,Bolzano,ITD1,2.7,0.159091
2002,Infant Mortality Rate,health1,Bolzano,ITD1,4.2,0.440000
2003,Infant Mortality Rate,health1,Bolzano,ITD1,3.6,0.324324
2004,Infant Mortality Rate,health1,Bolzano,ITD1,3.5,0.472222
2005,Infant Mortality Rate,health1,Bolzano,ITD1,3.7,0.500000
2006,Infant Mortality Rate,health1,Bolzano,ITD1,4.3,0.744681
2007,Infant Mortality Rate,health1,Bolzano,ITD1,4.2,0.851064
2008,Infant Mortality Rate,health1,Bolzano,ITD1,2.8,0.170732
2000,Infant Mortality Rate,health1,Calabria,ITF6,6.1,1.000000
2001,Infant Mortality Rate,health1,Calabria,ITF6,6.0,0.909091
2002,Infant Mortality Rate,health1,Calabria,ITF6,5.0,0.600000
2003,Infant Mortality Rate,health1,Calabria,ITF6,5.2,0.756757
2004,Infant Mortality Rate,health1,Calabria,ITF6,5.4,1.000000
2005,Infant Mortality Rate,health1,Calabria,ITF6,5.4,1.000000
2006,Infant Mortality Rate,health1,Calabria,ITF6,5.5,1.000000
2007,Infant Mortality Rate,health1,Calabria,ITF6,4.9,1.000000
2008,Infant Mortality Rate,health1,Calabria,ITF6,4.1,0.487805
2000,Infant Mortality Rate,health1,Campania,ITF3,5.0,0.694444
2001,Infant Mortality Rate,health1,Campania,ITF3,5.5,0.795455
2002,Infant Mortality Rate,health1,Campania,ITF3,4.7,0.540000
2003,Infant Mortality Rate,health1,Campania,ITF3,4.1,0.459459
2004,Infant Mortality Rate,health1,Campania,ITF3,4.6,0.777778
2005,Infant Mortality Rate,health1,Campania,ITF3,4.3,0.676471
2006,Infant Mortality Rate,health1,Campania,ITF3,4.2,0.723404
2007,Infant Mortality Rate,health1,Campania,ITF3,4.1,0.829787
2008,Infant Mortality Rate,health1,Campania,ITF3,3.9,0.439024
2000,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.6,0.305556
2001,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.7,0.386364
2002,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.5,0.300000
2003,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.2,0.216216
2004,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.7,0.527778
2005,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.5,0.441176
2006,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.2,0.510638
2007,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,2.7,0.531915
2008,Infant Mortality Rate,health1,Emilia-Romagna,ITD5,3.4,0.317073
2000,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,2.5,0.000000
2001,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,3.7,0.386364
2002,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,2.2,0.040000
2003,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,2.5,0.027027
2004,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,1.8,0.000000
2005,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,3.7,0.500000
2006,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,2.4,0.340426
2007,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,1.5,0.276596
2008,Infant Mortality Rate,health1,Friuli-Venezia Giulia,ITD4,2.1,0.000000
2000,Infant Mortality Rate,health1,Lazio,ITE4,5.3,0.777778
2001,Infant Mortality Rate,health1,Lazio,ITE4,5.0,0.681818
2002,Infant Mortality Rate,health1,Lazio,ITE4,4.7,0.540000
2003,Infant Mortality Rate,health1,Lazio,ITE4,4.1,0.459459
2004,Infant Mortality Rate,health1,Lazio,ITE4,3.8,0.555556
2005,Infant Mortality Rate,health1,Lazio,ITE4,4.2,0.647059
2006,Infant Mortality Rate,health1,Lazio,ITE4,3.9,0.659574
2007,Infant Mortality Rate,health1,Lazio,ITE4,3.6,0.723404
2008,Infant Mortality Rate,health1,Lazio,ITE4,3.6,0.365854
2000,Infant Mortality Rate,health1,Liguria,ITC3,4.5,0.555556
2001,Infant Mortality Rate,health1,Liguria,ITC3,4.5,0.568182
2002,Infant Mortality Rate,health1,Liguria,ITC3,3.5,0.300000
2003,Infant Mortality Rate,health1,Liguria,ITC3,3.3,0.243243
2004,Infant Mortality Rate,health1,Liguria,ITC3,2.7,0.250000
2005,Infant Mortality Rate,health1,Liguria,ITC3,2.6,0.176471
2006,Infant Mortality Rate,health1,Liguria,ITC3,3.2,0.510638
2007,Infant Mortality Rate,health1,Liguria,ITC3,3.6,0.723404
2008,Infant Mortality Rate,health1,Liguria,ITC3,2.8,0.170732
2000,Infant Mortality Rate,health1,Lombardia,ITC4,3.5,0.277778
2001,Infant Mortality Rate,health1,Lombardia,ITC4,3.9,0.431818
2002,Infant Mortality Rate,health1,Lombardia,ITC4,3.2,0.240000
2003,Infant Mortality Rate,health1,Lombardia,ITC4,3.4,0.270270
2004,Infant Mortality Rate,health1,Lombardia,ITC4,2.8,0.277778
2005,Infant Mortality Rate,health1,Lombardia,ITC4,3.3,0.382353
2006,Infant Mortality Rate,health1,Lombardia,ITC4,2.6,0.382979
2007,Infant Mortality Rate,health1,Lombardia,ITC4,3.0,0.595745
2008,Infant Mortality Rate,health1,Lombardia,ITC4,2.7,0.146341
2000,Infant Mortality Rate,health1,Marche,ITE3,3.2,0.194444
2001,Infant Mortality Rate,health1,Marche,ITE3,4.3,0.522727
2002,Infant Mortality Rate,health1,Marche,ITE3,4.0,0.400000
2003,Infant Mortality Rate,health1,Marche,ITE3,3.0,0.162162
2004,Infant Mortality Rate,health1,Marche,ITE3,2.5,0.194444
2005,Infant Mortality Rate,health1,Marche,ITE3,3.1,0.323529
2006,Infant Mortality Rate,health1,Marche,ITE3,3.4,0.553191
2007,Infant Mortality Rate,health1,Marche,ITE3,2.7,0.531915
2008,Infant Mortality Rate,health1,Marche,ITE3,2.5,0.097561
2000,Infant Mortality Rate,health1,Molise,ITF2,6.1,1.000000
2001,Infant Mortality Rate,health1,Molise,ITF2,5.9,0.886364
2002,Infant Mortality Rate,health1,Molise,ITF2,2.3,0.060000
2003,Infant Mortality Rate,health1,Molise,ITF2,2.7,0.081081
2004,Infant Mortality Rate,health1,Molise,ITF2,4.3,0.694444
2005,Infant Mortality Rate,health1,Molise,ITF2,2.0,0.000000
2006,Infant Mortality Rate,health1,Molise,ITF2,2.1,0.276596
2007,Infant Mortality Rate,health1,Molise,ITF2,2.8,0.553191
2008,Infant Mortality Rate,health1,Molise,ITF2,4.0,0.463415
2000,Infant Mortality Rate,health1,Piemonte,ITC1,3.4,0.250000
2001,Infant Mortality Rate,health1,Piemonte,ITC1,3.7,0.386364
2002,Infant Mortality Rate,health1,Piemonte,ITC1,3.4,0.280000
2003,Infant Mortality Rate,health1,Piemonte,ITC1,3.4,0.270270
2004,Infant Mortality Rate,health1,Piemonte,ITC1,2.6,0.222222
2005,Infant Mortality Rate,health1,Piemonte,ITC1,2.9,0.264706
2006,Infant Mortality Rate,health1,Piemonte,ITC1,3.5,0.574468
2007,Infant Mortality Rate,health1,Piemonte,ITC1,2.8,0.553191
2008,Infant Mortality Rate,health1,Piemonte,ITC1,2.9,0.195122
2000,Infant Mortality Rate,health1,Puglia,ITF4,5.8,0.916667
2001,Infant Mortality Rate,health1,Puglia,ITF4,5.7,0.840909
2002,Infant Mortality Rate,health1,Puglia,ITF4,5.7,0.740000
2003,Infant Mortality Rate,health1,Puglia,ITF4,4.9,0.675676
2004,Infant Mortality Rate,health1,Puglia,ITF4,5.1,0.916667
2005,Infant Mortality Rate,health1,Puglia,ITF4,4.6,0.764706
2006,Infant Mortality Rate,health1,Puglia,ITF4,4.0,0.680851
2007,Infant Mortality Rate,health1,Puglia,ITF4,4.0,0.808511
2008,Infant Mortality Rate,health1,Puglia,ITF4,3.7,0.390244
2000,Infant Mortality Rate,health1,Sardegna,ITG2,4.1,0.444444
2001,Infant Mortality Rate,health1,Sardegna,ITG2,4.0,0.454545
2002,Infant Mortality Rate,health1,Sardegna,ITG2,3.7,0.340000
2003,Infant Mortality Rate,health1,Sardegna,ITG2,3.1,0.189189
2004,Infant Mortality Rate,health1,Sardegna,ITG2,3.6,0.500000
2005,Infant Mortality Rate,health1,Sardegna,ITG2,2.6,0.176471
2006,Infant Mortality Rate,health1,Sardegna,ITG2,3.2,0.510638
2007,Infant Mortality Rate,health1,Sardegna,ITG2,3.0,0.595745
2008,Infant Mortality Rate,health1,Sardegna,ITG2,3.0,0.219512
2000,Infant Mortality Rate,health1,Sicilia,ITG1,6.1,1.000000
2001,Infant Mortality Rate,health1,Sicilia,ITG1,6.4,1.000000
2002,Infant Mortality Rate,health1,Sicilia,ITG1,6.7,0.940000
2003,Infant Mortality Rate,health1,Sicilia,ITG1,5.2,0.756757
2004,Infant Mortality Rate,health1,Sicilia,ITG1,4.9,0.861111
2005,Infant Mortality Rate,health1,Sicilia,ITG1,5.1,0.911765
2006,Infant Mortality Rate,health1,Sicilia,ITG1,4.1,0.702128
2007,Infant Mortality Rate,health1,Sicilia,ITG1,4.3,0.872340
2008,Infant Mortality Rate,health1,Sicilia,ITG1,4.5,0.585366
2000,Infant Mortality Rate,health1,Toscana,ITE1,3.5,0.277778
2001,Infant Mortality Rate,health1,Toscana,ITE1,3.3,0.295455
2002,Infant Mortality Rate,health1,Toscana,ITE1,2.0,0.000000
2003,Infant Mortality Rate,health1,Toscana,ITE1,2.4,0.000000
2004,Infant Mortality Rate,health1,Toscana,ITE1,3.7,0.527778
2005,Infant Mortality Rate,health1,Toscana,ITE1,2.6,0.176471
2006,Infant Mortality Rate,health1,Toscana,ITE1,2.9,0.446809
2007,Infant Mortality Rate,health1,Toscana,ITE1,2.6,0.510638
2008,Infant Mortality Rate,health1,Toscana,ITE1,2.6,0.121951
2000,Infant Mortality Rate,health1,Trento,ITD2,3.5,0.277778
2001,Infant Mortality Rate,health1,Trento,ITD2,2.0,0.000000
2002,Infant Mortality Rate,health1,Trento,ITD2,3.8,0.360000
2003,Infant Mortality Rate,health1,Trento,ITD2,3.8,0.378378
2004,Infant Mortality Rate,health1,Trento,ITD2,3.5,0.472222
2005,Infant Mortality Rate,health1,Trento,ITD2,2.5,0.147059
2006,Infant Mortality Rate,health1,Trento,ITD2,2.9,0.446809
2007,Infant Mortality Rate,health1,Trento,ITD2,1.4,0.255319
2008,Infant Mortality Rate,health1,Trento,ITD2,2.2,0.024390
2000,Infant Mortality Rate,health1,Umbria,ITE2,4.3,0.500000
2001,Infant Mortality Rate,health1,Umbria,ITE2,3.0,0.227273
2002,Infant Mortality Rate,health1,Umbria,ITE2,2.1,0.020000
2003,Infant Mortality Rate,health1,Umbria,ITE2,4.4,0.540541
2004,Infant Mortality Rate,health1,Umbria,ITE2,3.3,0.416667
2005,Infant Mortality Rate,health1,Umbria,ITE2,3.1,0.323529
2006,Infant Mortality Rate,health1,Umbria,ITE2,3.0,0.468085
2007,Infant Mortality Rate,health1,Umbria,ITE2,2.8,0.553191
2008,Infant Mortality Rate,health1,Umbria,ITE2,3.0,0.219512
2000,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,4.3,0.500000
2001,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,3.6,0.363636
2002,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,6.3,0.860000
2003,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,6.1,1.000000
2004,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,2.5,0.194444
2005,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,3.9,0.558824
2006,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,0.8,0.000000
2007,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,3.3,0.659574
2008,Infant Mortality Rate,health1,Valle d'Aosta,ITC2,6.2,1.000000
2000,Infant Mortality Rate,health1,Veneto,ITD3,3.1,0.166667
2001,Infant Mortality Rate,health1,Veneto,ITD3,2.5,0.113636
2002,Infant Mortality Rate,health1,Veneto,ITD3,3.3,0.260000
2003,Infant Mortality Rate,health1,Veneto,ITD3,2.8,0.108108
2004,Infant Mortality Rate,health1,Veneto,ITD3,2.7,0.250000
2005,Infant Mortality Rate,health1,Veneto,ITD3,2.8,0.235294
2006,Infant Mortality Rate,health1,Veneto,ITD3,2.8,0.425532
2007,Infant Mortality Rate,health1,Veneto,ITD3,2.9,0.574468
2008,Infant Mortality Rate,health1,Veneto,ITD3,2.8,0.170732
2001,Satisfaction with Health,health2,Abruzzo,ITF1,3.2,0.677778
2002,Satisfaction with Health,health2,Abruzzo,ITF1,79.2,0.517986
2003,Satisfaction with Health,health2,Abruzzo,ITF1,78.9,0.370629
2004,Satisfaction with Health,health2,Abruzzo,ITF1,77.2,0.360000
2005,Satisfaction with Health,health2,Abruzzo,ITF1,76.4,0.258621
2006,Satisfaction with Health,health2,Abruzzo,ITF1,77.6,0.363636
2007,Satisfaction with Health,health2,Abruzzo,ITF1,79.6,0.420382
2008,Satisfaction with Health,health2,Abruzzo,ITF1,77.9,0.382716
2001,Satisfaction with Health,health2,Basilicata,ITF5,74.2,0.205556
2002,Satisfaction with Health,health2,Basilicata,ITF5,73.4,0.100719
2003,Satisfaction with Health,health2,Basilicata,ITF5,80,0.447552
2004,Satisfaction with Health,health2,Basilicata,ITF5,76.2,0.302857
2005,Satisfaction with Health,health2,Basilicata,ITF5,77.3,0.310345
2006,Satisfaction with Health,health2,Basilicata,ITF5,74.8,0.181818
2007,Satisfaction with Health,health2,Basilicata,ITF5,76.7,0.235669
2008,Satisfaction with Health,health2,Basilicata,ITF5,76.5,0.296296
2001,Satisfaction with Health,health2,Bolzano,ITD1,88.5,1.000000
2002,Satisfaction with Health,health2,Bolzano,ITD1,85.9,1.000000
2003,Satisfaction with Health,health2,Bolzano,ITD1,87.9,1.000000
2004,Satisfaction with Health,health2,Bolzano,ITD1,88.4,1.000000
2005,Satisfaction with Health,health2,Bolzano,ITD1,89.3,1.000000
2006,Satisfaction with Health,health2,Bolzano,ITD1,87.4,1.000000
2007,Satisfaction with Health,health2,Bolzano,ITD1,88.7,1.000000
2008,Satisfaction with Health,health2,Bolzano,ITD1,85.5,0.851852
2001,Satisfaction with Health,health2,Calabria,ITF6,70.5,0.000000
2002,Satisfaction with Health,health2,Calabria,ITF6,72,0.000000
2003,Satisfaction with Health,health2,Calabria,ITF6,74.4,0.055944
2004,Satisfaction with Health,health2,Calabria,ITF6,70.9,0.000000
2005,Satisfaction with Health,health2,Calabria,ITF6,71.9,0.000000
2006,Satisfaction with Health,health2,Calabria,ITF6,72,0.000000
2007,Satisfaction with Health,health2,Calabria,ITF6,73,0.000000
2008,Satisfaction with Health,health2,Calabria,ITF6,73.1,0.086420
2001,Satisfaction with Health,health2,Campania,ITF3,81.1,0.588889
2002,Satisfaction with Health,health2,Campania,ITF3,82.9,0.784173
2003,Satisfaction with Health,health2,Campania,ITF3,83,0.657343
2004,Satisfaction with Health,health2,Campania,ITF3,84.1,0.754286
2005,Satisfaction with Health,health2,Campania,ITF3,79.5,0.436782
2006,Satisfaction with Health,health2,Campania,ITF3,80.9,0.577922
2007,Satisfaction with Health,health2,Campania,ITF3,80.8,0.496815
2008,Satisfaction with Health,health2,Campania,ITF3,81,0.574074
2001,Satisfaction with Health,health2,Emilia-Romagna,ITD5,79.2,0.483333
2002,Satisfaction with Health,health2,Emilia-Romagna,ITD5,80.4,0.604317
2003,Satisfaction with Health,health2,Emilia-Romagna,ITD5,79.9,0.440559
2004,Satisfaction with Health,health2,Emilia-Romagna,ITD5,80.8,0.565714
2005,Satisfaction with Health,health2,Emilia-Romagna,ITD5,76.8,0.281609
2006,Satisfaction with Health,health2,Emilia-Romagna,ITD5,81.2,0.597403
2007,Satisfaction with Health,health2,Emilia-Romagna,ITD5,82.8,0.624204
2008,Satisfaction with Health,health2,Emilia-Romagna,ITD5,83.6,0.734568
2001,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,79.2,0.483333
2002,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,80.4,0.604317
2003,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,79.9,0.440559
2004,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,80.8,0.565714
2005,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,76.8,0.281609
2006,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,81.2,0.597403
2007,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,82.8,0.624204
2008,Satisfaction with Health,health2,Friuli-Venezia Giulia,ITD4,83.6,0.734568
2001,Satisfaction with Health,health2,Lazio,ITE4,78.9,0.466667
2002,Satisfaction with Health,health2,Lazio,ITE4,77.1,0.366906
2003,Satisfaction with Health,health2,Lazio,ITE4,75.4,0.125874
2004,Satisfaction with Health,health2,Lazio,ITE4,75,0.234286
2005,Satisfaction with Health,health2,Lazio,ITE4,73.5,0.091954
2006,Satisfaction with Health,health2,Lazio,ITE4,77.4,0.350649
2007,Satisfaction with Health,health2,Lazio,ITE4,77.6,0.292994
2008,Satisfaction with Health,health2,Lazio,ITE4,77.1,0.333333
2001,Satisfaction with Health,health2,Liguria,ITC3,81.9,0.633333
2002,Satisfaction with Health,health2,Liguria,ITC3,82.2,0.733813
2003,Satisfaction with Health,health2,Liguria,ITC3,80.7,0.496503
2004,Satisfaction with Health,health2,Liguria,ITC3,83.7,0.731429
2005,Satisfaction with Health,health2,Liguria,ITC3,81,0.522989
2006,Satisfaction with Health,health2,Liguria,ITC3,79.9,0.512987
2007,Satisfaction with Health,health2,Liguria,ITC3,81.9,0.566879
2008,Satisfaction with Health,health2,Liguria,ITC3,81.4,0.598765
2001,Satisfaction with Health,health2,Lombardia,ITC4,85,0.805556
2002,Satisfaction with Health,health2,Lombardia,ITC4,83.6,0.834532
2003,Satisfaction with Health,health2,Lombardia,ITC4,81.9,0.580420
2004,Satisfaction with Health,health2,Lombardia,ITC4,83.4,0.714286
2005,Satisfaction with Health,health2,Lombardia,ITC4,82.8,0.626437
2006,Satisfaction with Health,health2,Lombardia,ITC4,82.6,0.688312
2007,Satisfaction with Health,health2,Lombardia,ITC4,81.9,0.566879
2008,Satisfaction with Health,health2,Lombardia,ITC4,81.6,0.611111
2001,Satisfaction with Health,health2,Marche,ITE3,78.6,0.450000
2002,Satisfaction with Health,health2,Marche,ITE3,80.6,0.618705
2003,Satisfaction with Health,health2,Marche,ITE3,77.3,0.258741
2004,Satisfaction with Health,health2,Marche,ITE3,80,0.520000
2005,Satisfaction with Health,health2,Marche,ITE3,78.4,0.373563
2006,Satisfaction with Health,health2,Marche,ITE3,77.6,0.363636
2007,Satisfaction with Health,health2,Marche,ITE3,78.6,0.356688
2008,Satisfaction with Health,health2,Marche,ITE3,77.9,0.382716
2001,Satisfaction with Health,health2,Molise,ITF2,77.1,0.366667
2002,Satisfaction with Health,health2,Molise,ITF2,79,0.503597
2003,Satisfaction with Health,health2,Molise,ITF2,82.3,0.608392
2004,Satisfaction with Health,health2,Molise,ITF2,78.9,0.457143
2005,Satisfaction with Health,health2,Molise,ITF2,79,0.408046
2006,Satisfaction with Health,health2,Molise,ITF2,78,0.389610
2007,Satisfaction with Health,health2,Molise,ITF2,79.7,0.426752
2008,Satisfaction with Health,health2,Molise,ITF2,77.4,0.351852
2001,Satisfaction with Health,health2,Piemonte,ITC1,82,0.638889
2002,Satisfaction with Health,health2,Piemonte,ITC1,80.8,0.633094
2003,Satisfaction with Health,health2,Piemonte,ITC1,81.7,0.566434
2004,Satisfaction with Health,health2,Piemonte,ITC1,81.4,0.600000
2005,Satisfaction with Health,health2,Piemonte,ITC1,81.3,0.540230
2006,Satisfaction with Health,health2,Piemonte,ITC1,80.8,0.571429
2007,Satisfaction with Health,health2,Piemonte,ITC1,83.2,0.649682
2008,Satisfaction with Health,health2,Piemonte,ITC1,81.3,0.592593
2001,Satisfaction with Health,health2,Puglia,ITF4,77.8,0.405556
2002,Satisfaction with Health,health2,Puglia,ITF4,78.8,0.489209
2003,Satisfaction with Health,health2,Puglia,ITF4,79.9,0.440559
2004,Satisfaction with Health,health2,Puglia,ITF4,77.5,0.377143
2005,Satisfaction with Health,health2,Puglia,ITF4,76.8,0.281609
2006,Satisfaction with Health,health2,Puglia,ITF4,74,0.129870
2007,Satisfaction with Health,health2,Puglia,ITF4,79,0.382166
2008,Satisfaction with Health,health2,Puglia,ITF4,78.7,0.432099
2001,Satisfaction with Health,health2,Sardegna,ITG2,73.4,0.161111
2002,Satisfaction with Health,health2,Sardegna,ITG2,78.1,0.438849
2003,Satisfaction with Health,health2,Sardegna,ITG2,73.6,0.000000
2004,Satisfaction with Health,health2,Sardegna,ITG2,72.3,0.080000
2005,Satisfaction with Health,health2,Sardegna,ITG2,73.5,0.091954
2006,Satisfaction with Health,health2,Sardegna,ITG2,72.9,0.058442
2007,Satisfaction with Health,health2,Sardegna,ITG2,76,0.191083
2008,Satisfaction with Health,health2,Sardegna,ITG2,71.7,0.000000
2001,Satisfaction with Health,health2,Sicilia,ITG1,77.7,0.400000
2002,Satisfaction with Health,health2,Sicilia,ITG1,74.9,0.208633
2003,Satisfaction with Health,health2,Sicilia,ITG1,75.1,0.104895
2004,Satisfaction with Health,health2,Sicilia,ITG1,76.5,0.320000
2005,Satisfaction with Health,health2,Sicilia,ITG1,74.5,0.149425
2006,Satisfaction with Health,health2,Sicilia,ITG1,74,0.129870
2007,Satisfaction with Health,health2,Sicilia,ITG1,73.7,0.044586
2008,Satisfaction with Health,health2,Sicilia,ITG1,76.1,0.271605
